id,id_str,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status/text,has_extended_profile,default_profile,default_profile_image
705800166867996672,705800166867996672,Glitch Logos,GlitchLogos,,A bot by @tinysubversions,,2807,1,140,Fri Mar 04 17:00:47 +0000 2016,3,False,1470,en,be abounded. be calcified™ https://t.co/vBZF3KNcZh,False,True,False,1
703005412610678784,703005412610678784,soft landscapes,softlandscapes,,every 6 hours - by @v21,https://t.co/uQeCVnQrg9,10280,1,270,Thu Feb 25 23:55:26 +0000 2016,0,False,1592,en-gb,https://t.co/5SMqimCS2T,False,False,False,1
702210829966516225,702210829966516225,Uncharted Atlas,unchartedatlas,,An atlas of unknown lands | bot by @mewo2,https://t.co/ZHGZGhIApY,9212,2,235,Tue Feb 23 19:18:03 +0000 2016,0,False,8996,en,Shores of Nunpa Uk https://t.co/I02tTVLRzV,False,True,False,1
700539118334312448,700539118334312448,Postcards Past,postcards_past,,captioning old postcards (digitized by @nypl) with sentences from old books. bot // @xor,,660,3,37,Fri Feb 19 04:35:16 +0000 2016,5,False,4529,en,Meanwhile the eastern and western halves of the empire tended more and more to grow apart. https://t.co/v9lBFarrO6,False,True,False,1
4874838393,4874838393,Corpora Brackets,corporabrackets,,Vote for your favorite thing in every Corpora listing! A poll experiment Twitter Joint by @air_hadoken #botALLY,,66,2,24,Wed Feb 03 21:02:00 +0000 2016,0,False,432,en,Round 1 in the positive emoji bracket: 💙 vs. 💞. Vote for the winner!,False,True,False,1
4872824255,4872824255,Foodie Democrats,foodie_dems,all over this great country,bot by @ckolderup ・#botALLY ・originals by https://t.co/2hvCgSnJWA,,17,0,6,Tue Feb 02 23:12:27 +0000 2016,0,False,1859,en,https://t.co/4L1Jwplztf,False,True,False,1
4870351817,4870351817,Make USA Bot Again,MakeUSABotAgain,,Fictional US presidential candidates | source: https://t.co/REgbaGCioz | bot by @mewo2,https://t.co/HSFJaSfDmL,129,1,23,Mon Feb 01 20:15:17 +0000 2016,0,False,2341,en,https://t.co/6sSSYiAwU5,False,True,False,1
4848802583,4848802583,Quote With Which One,which_one_bot,Tumblr,the 2016 memes • bot by @ckolderup • #botALLY,,16,1,8,Tue Jan 26 08:05:23 +0000 2016,0,False,3222,en,Quote with which one you are https://t.co/bPsB0bs0kq,True,False,False,1
4800564439,4800564439,Worlds of ZZT,worldsofzzt,Town of ZZT,"Bot selected screenshots of ZZT games. I also tweet from here about ZZT as well!
 
Help preserve ZZT's legacy: https://t.co/tO1oagVAza",https://t.co/5iHtpwhTIZ,389,3,12,Sat Jan 23 00:47:46 +0000 2016,54,False,3106,en,This stream will begin in just under 2 hours! https://t.co/HoXDYPp0Tf,True,False,False,1
4739316433,4739316433,Tiny Space Adventure,TinyAdv,,"Tiny space adventures by @galaxykate
Using Tracery, and hosted by CheapBotsDoneQuick, by @v21

sourcecode here:
https://t.co/bAVkXOgOjg",,333,0,56,Sun Jan 10 17:21:11 +0000 2016,0,False,1667,en,https://t.co/TutitlzJKO,False,False,False,1
4730923097,4730923097,NYPL Postcard Bot,NYPLpostcards,"New York, New York","I am a bot that posts random postcards from the New York Public Library, four times a day. Bot by @backspace (Not affiliated with @NYPL)",,216,1,23,Thu Jan 07 03:48:40 +0000 2016,0,False,1725,en,"Hotel Del Portal, El Portal, Calif., 1898 https://t.co/M0SXQ0UWL5 https://t.co/3VlaBgkfre",False,True,False,1
4730693835,4730693835,NYPL Photo Bot,NYPLphotobot,"New York, New York","I am a bot who tweets random photos from the New York Public Library, four times a day. Bot by @backspace (Not affiliated with @NYPL.)",,202,1,28,Thu Jan 07 03:22:39 +0000 2016,0,False,1678,en,"Portraits of Lechand and Azemar, 1850 https://t.co/zzIGuxuz2Q https://t.co/0CXddreSHK",False,True,False,1
4599110415,4599110415,_EMO_JI,_emo_ji,,3️⃣0️⃣0️⃣0️⃣™ tweet me pix // by @nah_solo,,105,1,13,Fri Dec 25 10:47:49 +0000 2015,9,False,570,en,✨👡🛢👡🐀 🐗🐒⚓🎊🚪 🚪⏱💑🚪✨🐒⚓🎊 @neural_tv https://t.co/9xQXGZ75Uz,True,False,False,1
4541563541,4541563541,Plausible Column Bot,Guardiandroid,,"The most lukewarm takes from the UK's best columnists.

Problems? Hit up @mtrc. Idea and extra code from @eegnsma, name and extra love from @AnndraADunn.",https://t.co/u28OYKulY1,120,0,11,Sun Dec 20 02:19:53 +0000 2015,0,False,2334,en,https://t.co/AtLS8HfZEC,False,True,False,1
4493562022,4493562022,The Upgrade Button,upgrade_exe,,a response to @hotter_exe • bot by @ckolderup • #botALLY,,48,1,14,Tue Dec 15 15:53:32 +0000 2015,1,False,4200,en,https://t.co/sx9ZMxUrPO,False,True,False,1
4482675976,4482675976,Pharmaduke,pharmaduke3000,,bot combining Marmaduke comics + Erowid trip reports at random. posts every 4 hours. smoke something. by @nah_solo,,2500,1,35,Mon Dec 14 15:55:33 +0000 2015,191,False,2953,en,https://t.co/ampszNjQ4z,False,True,False,1
4424139261,4424139261,AnimeCommentBot,AnimeCommentBot,NeoTokyo,"CURRENT CORPUS: misc ——   by #botALLY @BooDooPerson——   [Content Warning: Filters slurs, but not much else]",,448,10,28,Wed Dec 09 07:18:13 +0000 2015,23,False,3944,en,I'd like to get back to the city before the leaves turn against us. https://t.co/cBxwhQ6mzy,True,False,False,1
4411341437,4411341437,mutant fauna bot,mutantfauna,,growing new beasties // made by @tinochop with https://t.co/XpDujaprri,,18,1,4,Tue Dec 08 03:00:00 +0000 2015,0,False,983,en,"look! an iguanooak, practicing accents",False,False,False,1
4406413835,4406413835,MetalBand.exe,metalband_exe,,Brutally generating metal band names and logos every four hours. By @mike_watson,https://t.co/dQeynO0i7Q,2688,2,81,Mon Dec 07 16:09:38 +0000 2015,0,False,2775,en,Disease/Night https://t.co/95JgiPWlrQ,False,False,False,1
4303727112,4303727112,Matt Lieber Is Bot,mattlieberisbot,,"Inspired by the smart, funny folks at @replyall and @gimletmedia • Tweets Monday, Wednesday and Friday • A bot by @ashur",https://t.co/P1e1o0m4KC,1086,0,14,Fri Nov 20 18:53:22 +0000 2015,0,False,711,en,Matt Lieber is a companion to aid you in the task of destruction,False,True,False,1
4175004913,4175004913,Hypernym Bot,HypernymBot,Bosworth Field,"…and all for want of a nail. // Bot by @Gangles, powered by @wordnik.",https://t.co/y9WFjcrEq5,74,1,20,Mon Nov 09 03:20:40 +0000 2015,0,False,2674,en,"For the want of a waster, the squanderer was lost
For the want of a squanderer, the consumer was lost",False,True,False,1
4091727471,4091727471,NoJSBot,NoJSBot,United States,"Tweet me a URL &, within 5 minutes, I'll reply with a screenshot of the site rendered with JavaScript turned off. A bot by @hanabel. #botALLY",https://t.co/e0kBa3Gdhp,96,1,18,Sun Nov 01 18:37:35 +0000 2015,5,False,728,en,Here's https://t.co/W7g1Wml1PA with no JavaScript: https://t.co/v4phrT6hiS,False,False,False,1
4089510556,4089510556,Utah Teabot,UtahTeabot,"Utah, USA",I'm a Utah teapot ras-ter-rized / with a random model matrix applied /// bot by @danielmorsing,,25,0,17,Sun Nov 01 11:15:40 +0000 2015,1,False,2946,en,"{-0.7,-0.4,-0.7,+1.0},
{+0.0,-0.2,-0.3,-0.2},
{+0.4,-0.7,-0.7,-0.5},
{+1.0,+0.9,-0.6,+1.2}, https://t.co/3At5mK9m2g",False,False,False,1
4071516275,4071516275,We Didn't Start It,we_didnt_start,,"It's not like the fire ended in 1989, so this bot by @air_hadoken makes new lyrics for the Billy Joel classic based on Google Trends. #botALLY",https://t.co/FXM1jWWodq,539,2,65,Fri Oct 30 00:38:07 +0000 2015,0,False,745,en,"Kristen Stewart, Andrew Bogut, Bella Thorne, and the Senate
Hailee Steinfeld, Purim, and McCarthyism",False,False,False,1
4054357513,4054357513,Misspell Every Word,mispeleveryword,,Misspelling every word in the English language. Inspired by @everyword and friends. #taskcomplete late 2024. Made by @stalefries #botALLY,,91,5,9,Thu Oct 29 05:32:10 +0000 2015,12,False,33623,en,Chapacurann,True,False,False,1
4048395140,4048395140,Spinny Machine,spinnymachine,,"I am a bot that simulates a series of mechanical linkages (+ noise) to draw a curve 4x/day. // by @tinysubversions, inspired by @ra & @bahrami_",,152,0,40,Wed Oct 28 16:43:01 +0000 2015,0,False,1032,en,a brutal sojourn https://t.co/IDfVpvrMe6,False,True,False,1
4048147593,4048147593,2 offbeat 2 tweet,2offbeat2tweet,,2 legit 2 quit 2 cool 4 school 2 cute 2 compute | bot by @mewo2,https://t.co/HSFJaSfDmL,49,1,10,Mon Oct 26 19:15:58 +0000 2015,0,False,3005,en,I'm 2 smart 2 start,False,True,False,1
4041359188,4041359188,Citation Needed,needsref,,Random sentences from Wikipedia marked as [Citation Needed]. A catalogue of failed assertions. By @aparrish.,https://t.co/NvexPAokK8,434,0,43,Sun Oct 25 20:18:52 +0000 2015,0,False,2207,en,The latest  successor of this family is a possible claimant of the vacant Albanian throne.,False,True,False,1
4025219003,4025219003,You Will Regret This,regret_exe,,tweeting a variety of things you will regret ・currently tweeting @dril tweets ・bot by @ckolderup ・#botALLY,,1256,3,30,Fri Oct 23 16:00:00 +0000 2015,0,False,925,en,https://t.co/tCIyGrkgDO,False,False,False,1
4019149154,4019149154,♡ wow yr beautiful ♡,wowwwbeautiful,,♡ bc all selfies are beautiful ♡ follow for selfie compliments ♡ unfollow to opt out ♡ a ~sea~ collab by @swayandsea + @coleseadubs ♡ #wowwwnetwork ♡ #botALLY ♡,https://t.co/mh0qeVm8tR,89,74,14,Mon Oct 26 01:15:18 +0000 2015,531,False,727,en-gb,@PowerfulOrb you are too cute. 🌼,False,True,False,1
3997848915,3997848915,Ominous Zoom,OminousZoom,*droning sound*,bot by @ckolderup · #botALLY,,1002,1,92,Mon Oct 19 23:27:13 +0000 2015,8,False,5247,en,zooom https://t.co/pAwRWX19di,False,False,False,1
3989624675,3989624675,i c what u did,the_joke_bot,,,,36,0,11,Sun Oct 18 20:55:14 +0000 2015,0,False,23,en,@joseeight https://t.co/5xNdR9qYN5,False,True,False,1
3849420144,3849420144,google everything,GgleEvryThng,,"open yr eyes sheeple, the whole system is a sham, and gogle is implicated in all of it, all the way to the top.",,19,19,6,Sat Oct 10 17:06:05 +0000 2015,0,False,402,en,"GOOGLE CASEY’S GENERAL STORES, INC.",False,True,False,1
3829470974,3829470974,Wow So Portland!,wowsoportland,"Portland, OR","Portland is such a weird place! We show real pics of places in Portland! ONLY IN PORTLAND as they say! // a bot by @tinysubversions, 4x daily",,698,1,42,Thu Oct 08 21:38:27 +0000 2015,0,False,1942,en,oh my god Portland is so unbelievable https://t.co/Fh8WkXwySW,False,False,False,1
3818713218,3818713218,Picobot,pico8bot,cw: flashing images,Randomly generated expressions for animated images using the Pico-8 palette,https://t.co/GGoFLZQIm2,570,0,53,Wed Oct 07 22:27:43 +0000 2015,1,False,12374,en,"sqrt(1.39%t)%cos(2.82+x)*cos(max(5.23, x))-sin(sin(2.08))*cos(sin(y))%flr(flr(y)) #DZY https://t.co/9F0ZFs0ISs",False,False,False,1
3772896857,3772896857,wayback_exe,wayback_exe,The ancient web,"I generate screenshots of old websites in old browsers. Tweets every 2 hours. Data from the Wayback Machine, bot from @muffinista #botALLY",https://t.co/mGcnQ96Y14,6661,1,196,Fri Sep 25 16:42:56 +0000 2015,0,False,6016,en,"Re: Cleaning tips from the master
Jun 1997
https://t.co/6NYjMEyIkc https://t.co/VP2GQR8oQF",False,True,False,1
3750278361,3750278361,Sonic Got Through,wheressonicnow,,,,992,0,15,Wed Sep 23 14:44:45 +0000 2015,0,False,531,en,"Egg Hill Zone, Act 1",False,True,False,1
3722242397,3722242397,Brain Tendencies,BrainTendencies,,Common and pernicious randomly generated cognitive biases that prevent YOU from making rational decisions. By @aparrish.,http://t.co/NvexPAokK8,190,0,33,Sun Sep 20 23:02:46 +0000 2015,0,False,3588,en,https://t.co/ejiSZTGWmw,False,True,False,1
3665866335,3665866335,Weird Oceans,weirdoceans,,"Our amazing oceans.

(a bot by @clarabellum)",,56,50,24,Tue Sep 15 17:04:06 +0000 2015,9,False,13084,en,The furious bituminous sea monitor evolved to be kinder than most zebras,False,False,False,1
3616988064,3616988064,tinydnd ✝ beta ✝,tinydnd,ON HIATUS UNTIL MID-DECEMBER,you are likely to be eaten by a tiny grue // follow me for adventures // #botALLY // by @doeg,,197,0,11,Sat Sep 19 15:04:41 +0000 2015,0,False,199,en,"the new cursed phantom sees the ghost
a deathly ghostly grue weeps over @li3n3
a moaning shattered bugbear is turned into @joefriedl",False,False,False,1
3562632257,3562632257,ModernArt.exe,modernart_exe,,"Randomly generated meta-Dada: descriptions of statistically likely works of modern art, extracted from MoMA's collection database. Bot by @aparrish.",http://t.co/NvexPAokK8,182,0,27,Sun Sep 06 04:42:05 +0000 2015,0,False,3322,en,"TAILPIECE FROM ARCHITECTURES
2005
Screenprinted ink",False,True,False,1
3511659914,3511659914,*,soft_focuses,,"an image here, or there // @thricedotted",https://t.co/qGCGtt4VjW,314,0,50,Thu Sep 10 04:30:14 +0000 2015,0,False,2978,en,we think about the shirts as the dark mark -- eyes,False,False,False,1
3440186897,3440186897,Love dice,AdultDice,,"Fun, Love, Hot Dice game... For Adults Only! Remember.....u have to do what the dice say!!!!!
P.S. for consenting adults only. P.P.S. I am only a bot!",,9,0,3,Tue Aug 25 21:28:42 +0000 2015,0,False,4500,en,fart on knuckle,False,True,False,1
3434287275,3434287275,Best TV Recaps,best_tv_recaps,TV Land,Fake recaps of your favorite TV shows • bot by @ckolderup & @jamiesoncox • concept by @M_Weiland #vergehackweek #botALLY,http://t.co/W2SFxIXkC4,95,3,0,Fri Aug 21 15:52:57 +0000 2015,0,False,2464,en,RT @MattsDreamTrips: This headline is @best_tv_recaps given physical form https://t.co/qzLsfBiCfa,False,False,False,1
3424772890,3424772890,Citibike Dock Status,CitiBikeDocks,"New York, USA","I am a bot, unofficial and unsanctioned, created by @rdunks1 to tweet the overall status of @citibikenyc docks. Detailed status is at https://t.co/yn3aKX8BCD",,74,7,27,Sat Aug 15 20:42:07 +0000 2015,1,False,80949,en,"7,008 #Citibikes are available in 20,492 active docks: 3,221 in #Manhattan, 1,602 in #Brooklyn, 168 in #Queens, &amp; 168 in #NJ",False,True,False,1
3415910890,3415910890,splainbot,botsplain,,"Don't worry, I know how this works! Made by @ojahnn using the corpora project by @tinysubversions.",https://t.co/WYE1eGqJxh,8,0,8,Tue Aug 11 18:24:35 +0000 2015,0,False,2115,de,judgesplain,False,True,False,1
3415852677,3415852677,botathon,botathon,,"Never too much of a good thing! Made by @ojahnn, using the corpora project by @tinysubversions.",https://t.co/5DmK5dURKI,7,0,9,Tue Aug 11 18:45:12 +0000 2015,0,False,2192,de,Does anyone know how a real healathon works? Is it dangerous?,False,True,False,1
3401604683,3401604683,The Ephemerides,the_ephemerides,The Outer Planets,"Random raw images from outer planet probes, accompanied by computer-generated text. Images from NASA's OPUS database. Bot by @aparrish.",http://t.co/G7bPUDUxd4,3745,0,171,Mon Aug 03 18:18:05 +0000 2015,0,False,3063,en,"So frequent
as it must
needs be, it
is yet a
blind chance and
over to
its principles
and practice. https://t.co/PftD0Kl5So",False,True,False,1
3396786105,3396786105,Eurogroup Ideas,EurogroupIdeas,Europe,"A twitter bot capable of devising complex neoliberal policies.

(parody! not affiliated with the Eurogroup any more than is required by law! created by @flngn)",https://t.co/qLyb4OdvVd,146,1,16,Fri Jul 31 08:38:26 +0000 2015,6,False,19016,en,We strongly urge Ireland to privatise its government. /cc @iOversight #eurogroup,False,False,False,1
